Institution,Object Number,Digital ID URL,Object Name,Title,Other Title,Other Title,Object Type,Secondary Object Type,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Date,Era,Era,Era,Era,Era,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Description,Geography,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Copyright
Library of Congress,,https://www.loc.gov/item/2008677006/,,"Jerry Downs, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Downs, Jerry (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677007/,,"Frank Oberlin, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Oberlin, Frank (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677008/,,"O'Neal, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"O'Neal, William J. (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677009/,,"Ollie Pickering, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Pickering, Ollie (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677010/,,"Quillin, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Quillin, Lee (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675172/,,"Johnny Evers, Chicago Cubs, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Evers, Johnny (Team Member)",Chicago Cubs,Chicago,National League,Second Baseman,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677011/,,"Irv Young, Minneapolis Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Young, Irv (Team Member)",Minneapolis,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677012/,,"Doc Casey, Montreal Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Casey, Doc (Team Member)",Montreal,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677013/,,"Joe Mcginnity, Newark Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Mcginnity, Joe (Team Member)",Newark,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677014/,,"Larry Schlafly, Newark Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Schlafly, Larry (Team Member)",Newark,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677015/,,"Bud Sharpe, Newark Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Sharpe, Bud (Team Member)",Newark,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677016/,,"John Anderson, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Anderson, John (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677017/,,"Harry Arndt, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Arndt, Harry (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677018/,,"Lena Blackburne, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Blackburne, Lena (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677019/,,"Izzy Hoffman, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Hoffman, Izzy (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677020/,,"Jimmy Lavender, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Lavender, Jimmy (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675093/,,"Frank Bowerman, Boston Doves, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Bowerman, Frank (Team Member)",Boston Doves,Boston,National League,Manager,Catcher,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677021/,,"Herbie Moran, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Moran, Herbie (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677022/,,"Jimmy Phelan, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Phelan, Jimmy (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677023/,,"Hunky Shaw, Providence Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Shaw, Hunky (Team Member)",Providence,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677024/,,"Barger, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Barger (Team Member),Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677025/,,"Emil Batch, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Batch, Emil (Team Member)",Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677026/,,"John Butler, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Butler, John (Team Member)",Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677027/,,"Bill Chappelle, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Chappelle, Bill (Team Member)",Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677028/,,"John Ganzel, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Ganzel, John (Team Member)",Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677029/,,"Billy Maloney, Rochester Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Maloney, Billy (Team Member)",Rochester,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677030/,,"Herman Armbruster, St. Paul Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Armbruster, Herman (Team Member)",St. Paul,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675178/,,"Johnny Evers, Chicago Cubs, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Johnny Evers (Team Member),Chicago Cubs,Chicago,National League,Second Baseman,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677031/,,"Peter O'Brien, St. Paul Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,Peter O'Brien (Team Member),St. Paul,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677032/,,"Fred Abbott, Toledo Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Abbott, Fred (Team Member)",Toledo,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677033/,,"Jerry Freeman, Toledo Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Freeman, Jerry (Team Member)",Toledo,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677034/,,"Harry Hinchman, Toledo Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Hinchman, Harry (Team Member)",Toledo,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677035/,,"Bill Lattimore, Toledo Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Lattimore, Bill (Team Member)",Toledo,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677036/,,"Lucky Wright, Toledo Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Wright, Lucky (Team Member)",Toledo,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677037/,,"Moose Grimshaw, Toronto Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Grimshaw, Moose (Team Member)",Toronto,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008677038/,,"Joe Kelley, Toronto Team, Baseball Card Portrait",White Borders (T206),,Memorabilia and Ephemera,Baseball Cards,American Tobacco Company,,,,,,,,,,,,"Kelley, Joe (Team Member)",Toronto,Minor League,Baseball Cards,Relief Prints,Color,,,,,,,,,,,,,,,1909,1900s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,"1 Print : Relief With Halftone, Color.",,,,,,,,,,,,,,,,,No Known Copyright Restrictions
